Arts, culture, et spectacles       arts, culture and entertainment                                     subj:01000000                 
TRUCKI                             TRUCKI                                                                                            subj:15039008  
Rallyes                            motor rallying                                                                     subj:15040000  
étape                              rallying                                                                                          subj:15040001  
Rallyes-raid                       pursuit                                                                                           subj:15040002  
Rallycross                         rallycross                                                                                        subj:15040003  
Moto                               motorcycling                                                                       subj:15041000  
Grand-Prix de vitesse              speed-Grand-Prix                                                                                  subj:15041001  
enduro                             enduro                                                                                            subj:15041002  
Course sur herbe                   grass-track                                                                                       subj:15041003  
moto-ball                          moto-ball                                                                                         subj:15041004  
Motocross                          moto-cross                                                                                        subj:15041005  
Rallyes                            rallying                                                                                          subj:15041006  
Trial                              trial                                                                                             subj:15041007  
Endurance                          endurance                                                                                         subj:15041008  
superbike                          superbike                                                                                         subj:15041009  
125cm3                             125 cm3                                                                                           subj:15041010  
250cm3                             250 cm3                                                                                           subj:15041011  
500cm3                             500 cm3                                                                                           subj:15041012  
side-cars                          side-cars                                                                                         subj:15041013  
MotoGP                             motoGP                                                                                            subj:15041014  
Netball                            netball                                                                            subj:15042000  
Ski nordique                       nordic skiing                                                                      subj:15043000  
Course de fond                     cross-country                                                                                     subj:15043001  
5 km Style classique               5 km classical time                                                                               subj:15043002  
10 km style classique              10 km classical style                                                                             subj:15043003  
10 km poursuite libre              10 km pursuit free style                                                                          subj:15043004  
15 km style classique              15 km classical style                                                                             subj:15043005  
15 km poursuite libre              15 km pursuit free style                                                                          subj:15043006  
10 km + 15 km combiné              10 km + 15 km combined                                                                            subj:15043007  
30 km style classique              30 km classical style                                                                             subj:15043008  
30 km libre                        30km free style                                                                                   subj:15043009  
50 km libre                        50 km free style                                                                                  subj:15043010  
4x5 km relais                      4x5 km relay                                                                                      subj:15043011  
4x10 km relais                     4x10 km relay                                                                                     subj:15043012  
Combiné nordique                   nordic combined                                                                                   subj:15043013  
Raid                               raid                                                                                              subj:15043014  
5 km poursuite libre               5 km pursuit free style                                                                           subj:15043015  
1.5 km style libre                 1.5 km sprint free                                                                                subj:15043016  
50 km style classique              50 km classic style                                                                               subj:15043017  
Course d'orientation               orienteering                                                                       subj:15044000  
Course d'orientation à skis        ski orienteering                                                                                  subj:15044001  
Polo                               polo                                                                               subj:15045000  
Motonautisme                       power boating                                                                      subj:15046000  
F1                                 F1                                                                                                subj:15046001  
F2                                 F2                                                                                                subj:15046002  
Aviron                             rowing                                                                             subj:15047000  
Skiff                              single sculls                                                                                     subj:15047001  
Double sculls                      double sculls                                                                                     subj:15047002  
Quatre en couple sans barreur      quadruple sculls                                                                                  subj:15047003  
Deux sans barreur                  coxless pair                                                                                      subj:15047004  
Quatre sans barreur                coxless four                                                                                      subj:15047005  
Huit                               eight                                                                                             subj:15047006  
Poids léger                        lightweight                                                                                       subj:15047007  
Jeu à XIII                         rugby league                                                                       subj:15048000  
Rugby à XV                         rugby union                                                                        subj:15049000  
Rugby à VII                        rugby 7                                                                                           subj:15049001  
Voile                              sailing                                                                            subj:15050000  
Tornado                            Tornado                                                                                           subj:15050001  
Soling                             soling                                                                                            subj:15050002  
49er                               49er                                                                                              subj:15050003  
Europe                             Europe                                                                                            subj:15050004  
Laser                              Laser                                                                                             subj:15050005  
                                470                                                                 470                              subj:15050006  
Finn                               Finn                                                                                              subj:15050007  
Star                               Star                                                                                              subj:15050008  
Flying dutchmann                   flying dutchmann                                                                                  subj:15050009  
                                505                                                                 505                              subj:15050010  
Course à étape                     staging race                                                                                      subj:15050011  
Autour du monde                    around the world                                                                                  subj:15050012  
Monocoque                          monohull                                                                                          subj:15050013  
Multicoques                        multihulls                                                                                        subj:15050014  
Yngling                            yngling                                                                                           subj:15050015  
Mistral                            mistral                                                                                           subj:15050016  
Tir                                shooting                                                                           subj:15051000  
Carabine à air comprimé 10 m       10 m air rifle                                                                                    subj:15051001  
Pistolet à air comprimé à 10 m     10 m air pistol                                                                                   subj:15051002  
10 m cible mouvante                10 m running target                                                                               subj:15051003  
Pistolet 25 m                      25 m rapid fire pistol                                                                            subj:15051004  
25 m pistolet sport                25 m sport pistol                                                                                 subj:15051005  
Pistolet libre à 50 m              50 m free pistol                                                                                  subj:15051006  
50 m carabine libre couché         50 m free rifle prone                                                                             subj:15051007  
50 m carabine libre 3x40           50 m free rifle 3x40                                                                              subj:15051008  
50 m carabine sport 3x20           50 m sport rifle 3x20                                                                             subj:15051009  
Trap                               trap                                                                                              subj:15051010  
Double trap                        double trap                                                                                       subj:15051011  
Skeet                              skeet                                                                                             subj:15051012  
Saut à skis                        ski jumping                                                                        subj:15052000  
K90                                K90 jump                                                                                          subj:15052001  
K120                               K120 jump                                                                                         subj:15052002  
K180                               K180 (flying jump)                                                                                subj:15052003  
Surf des neiges                    snow boarding                                                                      subj:15053000  
Slalom géant parallèle             giant slalom                                                                                      subj:15053001  
Half-pipe                          half-pipe                                                                                         subj:15053002  
Football                           soccer                                                                             subj:15054000  
Softball                           softball                                                                           subj:15055000  
Patinage de vitesse                speed skating                                                                      subj:15056000  
500m                               500 m                                                                                             subj:15056001  
1000m                              1000 m                                                                                            subj:15056002  
1500m                              1500 m                                                                                            subj:15056003  
3000m                              3000 m                                                                                            subj:15056004  
5000m                              5000 m                                                                                            subj:15056005  
10000m                             10000 m                                                                                           subj:15056006  
Short-track                        Short-track                                                                                       subj:15056007  
st500m                             st 500 m                                                                                          subj:15056008  
st1000m                            st 1000m                                                                                          subj:15056009  
st1500m                            st 1500m                                                                                          subj:15056010  
st3000m                            st 3000m                                                                                          subj:15056011  
st 3000m relais                    st 3000m relay                                                                                    subj:15056012  
st5000m                            st 5000m                                                                                          subj:15056013  
st 5000m relais                    st 5000m relay                                                                                    subj:15056014  
Speedway                           speedway                                                                           subj:15057000  
Organisations sportives            sports organisations                                                               subj:15058000  
CIO                                IOC                                                                                               subj:15058001  
Fédération internationale          international federation                                                                          subj:15058002  
Fédération continentale            continental federation                                                                            subj:15058003  
Fédération nationale               national federation                                                                               subj:15058004  
AGFIS                              GAISF                                                                                             subj:15058005  
Squash                             squash                                                                             subj:15059000  
Sumo                               sumo wrestling                                                                     subj:15060000  
Surf                               surfing                                                                            subj:15061000  
Natation                           swimming                                                                           subj:15062000  
50 m libre                         50 m freestyle                                                                                    subj:15062001  
100 m libre                        100 m freestyle                                                                                   subj:15062002  
200 m libre                        200 m freestyle                                                                                   subj:15062003  
400 m libre                        400 m freestyle                                                                                   subj:15062004  
800 m libre                        800 m freestyle                                                                                   subj:15062005  
1500 m libre                       1500 m freestyle                                                                                  subj:15062006  
Relais 4x50 m libre                relay 4x50 m freestyle                                                                            subj:15062007  
Relais 4x100 m libre               relay 4x100 m freestyle                                                                           subj:15062008  
Relais 4x200 m libre               relay 4x200 m freestyle                                                                           subj:15062009  
50m dos                            50 m backstroke                                                                                   subj:15062010  
100m dos                           100 m backstroke                                                                                  subj:15062011  
200m dos                           200 m backstroke                                                                                  subj:15062012  
50m brasse                         50 m breaststroke                                                                                 subj:15062013  
100m brasse                        100 m breaststroke                                                                                subj:15062014  
200m brasse                        200 m breaststroke                                                                                subj:15062015  
50m papillon                       50 m butterfly                                                                                    subj:15062016  
100m papillon                      100 m butterfly                                                                                   subj:15062017  
200 m papillon                     200 m butterfly                                                                                   subj:15062018  
100 m 4 nages                      100 m medley                                                                                      subj:15062019  
200 m 4 nages                      200 m medley                                                                                      subj:15062020  
400 m 4 nages                      400 m medley                                                                                      subj:15062021  
relais 4x50m 4 nages               relay 4x50 m medlay                                                                               subj:15062022  
Relais 4x100 m 4nages              relay4x100 m medley                                                                               subj:15062023  
petit bassin                       short course                                                                                      subj:15062024  
Natation synchronisée programme tecsynchronised technical routine                                                                    subj:15062025  
Natation synchronisée programme libsynchronised free routine                                                                         subj:15062026  
Tennis de table                    table tennis                                                                       subj:15063000  
Taekwondo                          Taekwon-Do                                                                         subj:15064000  
Moins de 49 kg                     under 49 kg                                                                                       subj:15064001  
Moins de 58 kg                     under 58 kg                                                                                       subj:15064002  
49-57 kg                           49-57 kg                                                                                          subj:15064003  
58-68kg                            58-68 kg                                                                                          subj:15064004  
57-67kg                            57-67 kg                                                                                          subj:15064005  
68-80kg                            68-80 kg                                                                                          subj:15064006  
Plus de 67 kg                      over 67 kg                                                                                        subj:15064007  
Plus de 80 kg                      over 80 kg                                                                                        subj:15064008  
Tennis                             tennis                                                                             subj:15065000  
Soft tennis                        soft tennis                                                                                       subj:15065001  
Triathlon                          triathlon                                                                          subj:15066000  
Natation                           triathlon swimming                                                                                subj:15066001  
Cyclisme                           triathlon cycling                                                                                 subj:15066002  
Course                             triathlon run                                                                                     subj:15066003  
Volley-ball                        volleyball                                                                         subj:15067000  
Beach volley                       beach volleyball                                                                                  subj:15067001  
Water polo                         water polo                                                                         subj:15068000  
Ski nautique                       water skiing                                                                       subj:15069000  
Slalom                             slalom                                                                                            subj:15069001  
Figures                            trick                                                                                             subj:15069002  
Saut                               jump                                                                                              subj:15069003  
combiné                            combined                                                                                          subj:15069004  
Haltérophilie                      weightlifting                                                                      subj:15070000  
Arrachée                           snatch                                                                                            subj:15070001  
épaulé-jeté                        clean and jerk                                                                                    subj:15070002  
48kg                               48 kg                                                                                             subj:15070003  
53kg                               53 kg                                                                                             subj:15070004  
63kg                               63 kg                                                                                             subj:15070005  
75kg                               75 kg                                                                                             subj:15070006  
Plus de 75kg                       over 75 kg                                                                                        subj:15070007  
56kg                               56 kg                                                                                             subj:15070008  
62kg                               62 kg                                                                                             subj:15070009  
69kg                               69 kg                                                                                             subj:15070010  
77kg                               77 kg                                                                                             subj:15070011  
85kg                               85 kg                                                                                             subj:15070012  
94kg                               94 kg                                                                                             subj:15070013  
105kg                              105 kg                                                                                            subj:15070014  
> 105 kg                           over 105 kg                                                                                       subj:15070015  
Force athlétique                   powerlifting                                                                                      subj:15070016  
Planche à voile                    windsurfing                                                                        subj:15071000  
Courses en mer                     ocean                                                                                             subj:15071001  
Régates sur lac                    lake                                                                                              subj:15071002  
Régates sur fleuve                 river                                                                                             subj:15071003  
Courses sur terre                  land                                                                                              subj:15071004  
Lutte                              wrestling                                                                          subj:15072000  
Lutte libre                        freestyle                                                                                         subj:15072001  
Lutte gréco-romaine                greco-roman                                                                                       subj:15072002  
Plus de 130 kg                     over 130 kg                                                                                       subj:15072003  
130kg                              130 kg                                                                                            subj:15072004  
97kg                               97 kg                                                                                             subj:15072005  
85kg                               85 kg                                                                                             subj:15072006  
76kg                               76 kg                                                                                             subj:15072007  
69kg                               69 kg                                                                                             subj:15072008  
63kg                               63 kg                                                                                             subj:15072009  
58kg                               58 kg                                                                                             subj:15072010  
54kg                               54 kg                                                                                             subj:15072011  
Lutte suisse                       Swiss wrestling                                                                                   subj:15072012  
Evènements sportifs                sports event                                                                       subj:15073000  
JO d'été                           Summer Olympics                                                                                   subj:15073001  
JO d'hiver                         Winter Olympics                                                                                   subj:15073002  
Universiade d'été                  Summer universiade                                                                                subj:15073003  
Universiade d'hiver                Winter Universiade                                                                                subj:15073004  
Jeux du Commonwealth               Commonwealth Games                                                                                subj:15073005  
Goodwill Games hiver               Winter Goodwill Games                                                                             subj:15073006  
Jeux asiatiques d'été              Summer Asian Games                                                                                subj:15073007  
Jeux asiatiques d'hiver            Winter Asian Games                                                                                subj:15073008  
Jeux panaméricains                 Panamerican Games                                                                                 subj:15073009  
Jeux africains                     African Games                                                                                     subj:15073010  
Jeux méditerranéens                Mediterranean Games                                                                               subj:15073011  
Jeux du sud est asiatique          SouthEast Asiatic Games                                                                           subj:15073012  
Jeux Panpacifique                  PanPacific Games                                                                                  subj:15073013  
Jeux du Pacifique sud              SouthPacific Games                                                                                subj:15073014  
Jeux panarabiques                  PanArabic Games                                                                                   subj:15073015  
Goodwill Games été                 Summer Goodwill Games                                                                             subj:15073016  
Mondiaux                           World games                                                                                       subj:15073017  
Coupe du monde                     World Cup                                                                                         subj:15073018  
Coupe intercontinentale            intercontinental cup                                                                              subj:15073019  
Coupe continentale                 continental cup                                                                                   subj:15073020  
Coupe internationale               international cup                                                                                 subj:15073021  
Coupe nationale                    National Cup                                                                                      subj:15073022  
Coupe interregionale               interregional cup                                                                                 subj:15073023  
Coupe régionale                    regional cup                                                                                      subj:15073024  
Coupe de Ligue                     league cup                                                                                        subj:15073025  
Championnat du Monde               world championship                                                                                subj:15073026  
Championnat intercontinental       intercontinental championship                                                                     subj:15073027  
Championnat continental 1er niveau continental championship 1st level                                                                subj:15073028  
Championnat continental 2ème niveaucontinental championship 2nd level                                                                subj:15073029  
Championnat continental 3ème niveaucontinental championship 3rd level                                                                subj:15073030  
Championnat national 1er niveau    national championship 1st level                                                                   subj:15073031  
Championnat national 2eme niveau   national championship 2nd level                                                                   subj:15073032  
Championnat national 3ème niveau   national championship3rdlevel                                                                     subj:15073033  
Championnat national 4ème niveau   national championship 4th level                                                                   subj:15073034  
Championnat régional               regional championship                                                                             subj:15073035  
Grand Prix                         Grand Prix                                                                                        subj:15073036  
Tournoi intercontinental           intercontinental tournament                                                                       subj:15073037  
Tournoi continental                continental tournament                                                                            subj:15073038  
Tournoi international              international tournament                                                                          subj:15073039  
Tournoi national                   national tournament                                                                               subj:15073040  
Compétition internationale         inter-nations competition                                                                         subj:15073041  
Compétition inter-clubs            inter-clubs competition                                                                           subj:15073042  
Compétition amicale                friendly competition                                                                              subj:15073043  
Compétition all-stars              all-stars competition                                                                             subj:15073044  
Exhibition                         exhibition                                                                                        subj:15073045  
Super Bowl                         Super Bowl                                                                                        subj:15073046  
Jeux paralympiques                 paralympic games                                                                                  subj:15073047  
Rodéo                              rodeo                                                                              subj:15074000  
Barrel racing                      barrel racing                                                                                     subj:15074001  
Calf roping                        calf roping                                                                                       subj:15074002  
Bull riding                        bull riding                                                                                       subj:15074003  
Bulldogging                        bulldogging                                                                                       subj:15074004  
Saddle bronc                       saddle bronc                                                                                      subj:15074005  
Bareback                           bareback                                                                                          subj:15074006  
Goat roping                        goat roping                                                                                       subj:15074007  
Mini golf sport                    mini golf sport                                                                    subj:15075000  
Bandy                              bandy                                                                              subj:15076000  
Frisbee                            flying disc                                                                        subj:15077000  
Ultimate                           ultimate                                                                                          subj:15077001  
Guts                               guts                                                                                              subj:15077002  
Overall                            overall                                                                                           subj:15077003  
Distance                           distance                                                                                          subj:15077004  
Discathon                          discathon                                                                                         subj:15077005  
DDC                                DDC                                                                                               subj:15077006  
SCF                                SCF                                                                                               subj:15077007  
Freestyle                          freestyle                                                                                         subj:15077008  
Accuracy                           accuracy                                                                                          subj:15077009  
Disc golf                          disc golf                                                                                         subj:15077010  
Floorball                          floorball                                                                          subj:15078000  
Casting                            casting                                                                            subj:15079000  
Tug-of-war                         tug-of-war                                                                         subj:15080000  
Croquette                          croquette                                                                          subj:15081000  
Course de chiens                   dog racing                                                                         subj:15082000  
Sled                               sled                                                                                              subj:15082001  
Oval track                         oval track                                                                                        subj:15082002  
Skeleton                           skeleton                                                                           subj:15083000  
Football australien                Australian rules football                                                          subj:15084000  
Football canadien                  Canadian football                                                                  subj:15085000  
Duathlon                           duathlon                                                                           subj:15086000  
Hornuss                            hornuss                                                                            subj:15087000  
Fist ball                          fist ball                                                                          subj:15088000  
Inline skating                     inline skating                                                                     subj:15089000  
Grass ski                          grass ski                                                                          subj:15090000  
Snowbiking                         snowbiking                                                                         subj:15091000  
Twirling                           twirling                                                                           subj:15092000  
Kendo                              kendo                                                                              subj:15093000  
Jukendo                            jukendo                                                                            subj:15094000  
Naginata                           naginata                                                                           subj:15095000  
Kyudo                              kyudo                                                                              subj:15096000  
Kabaddi                            kabaddi                                                                            subj:15097000  
Sepak takraw                       sepak takraw                                                                       subj:15098000  
Wushu                              wushu                                                                              subj:15099000  
Fléchettes                         darts                                                                              subj:15100000  
Bodybuilding                       bodybuilding                                                                       subj:15101000  
Action disciplinaire sportive      sports disciplinary action                                                         subj:15102000  
Récompenses sportives              sports awards                                                                      subj:15103000  
Guerres et conflits                unrest, conflicts and war                                           subj:16000000                 
Actes de terrorisme                act of terror                                                                      subj:16001000  
Conflits armés                     armed conflict                                                                     subj:16002000  
Désordres civils                   civil unrest                                                                       subj:16003000  
Révolutions                        revolutions                                                                                       subj:16003001  
Rébellions                         rebellions                                                                                        subj:16003002  
